ilda_id,letter,mia_stem,mia_citation,form_type,en,url
1718,p,poonam-,poonam,stem,"Stop it, quit it",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/1718
1093,p,poonamaw-,poonamaw,stem,"Give it up to him, deliver it to him",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/1093
1098,p,pooneelim-,pooneelim,stem,Quit thinking of him,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/1098
1723,p,pooneelintam-,pooneelintam,stem,"Stop thinking of it, forget it",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/1723
8198,p,pooni-,pooni,stem,"Stop, cease",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/8198
7948,p,pooni-kiišikat-,pooni-kiišikat,stem,Day of the week,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/7948
12055,p,poonihsen-,poonihsen,stem,The wind stops,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/12055
12151,p,poonihtan-,poonihtan,stem,It stops flowing,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/12151
13475,p,pooniihkaw-,pooniihkaw,stem,"Leave him alone, quit dealing with him",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/13475
12747,p,poonikaa-,poonikaa,stem,Stop dancing,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/12747
10993,p,poonikitelotaw-,poonikitelotaw,stem,Forgive him,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/10993
12075,p,poonipii-,poonipii,stem,Stop drinking,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/12075
10564,p,pooniteeheelotaw-,pooniteeheelotaw,stem,quit having feelings for him,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/10564
2693,p,poonwee-,poonwee,stem,Stop talking,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/2693
2698,p,poosi-,poosi,stem,"Go aboard (a boat), get into a vehicle, embark",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/2698
5038,p,pootaataakan-,pootaataakan,stem,Blow Pipe,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/5038
1728,p,pootaatam-,pootaatam,stem,Blow on it,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/1728
2703,p,pootawee-,pootawee,stem,Start a fire,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/2703
5788,p,pwaawikamisiip-,pwaawikamisiip,stem,Little Wabash River (Indiana),https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/5788
2708,p,pyaa-,pyaa,stem,He comes,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/2708
13286,p,pyaa-,pyaa,stem,It comes,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/13286
7178,p,pyaakimin-,pyaakimin,stem,Persimmon berry,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/7178
6613,p,pyaakimišaahkw-,pyaakimišaahkw,stem,american persimmon tree (Diospyros virginiana),https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/6613
1103,p,pyaalotaw-,pyaalotaw,stem,approach him,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/1103
4458,s,-sekohs-,-sekohs,stem,Aunt (father's sister),https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/4458
4838,s,-sepiinkw-,-sepiinkw,stem,Tear,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/4838
11036,s,saahki-,saahki,stem,"crayfish, crawfish",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/11036
4338,s,saahsanti-,saahsanti,stem,Lizard,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/4338
2713,s,saakaciwee-,saakaciwee,stem,"Emerge, come into view",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/2713
2718,s,saaki-,saaki,stem,Sprout,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/2718
7433,s,saaki-,saaki,stem,Sauk person,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/7433
293,s,saakiiwee-,saakiiwee,stem,"Confluence, mouth of river",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/293
5808,s,saakiiweesiipiiw-,saakiiweesiipiiw,stem,St. Joseph River (Lake Michigan),https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/5808
5813,s,saakiiweeyonk-,saakiiweeyonk,stem,"South Bend, Indiana",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/5813
9545,s,saakin-,saakin,stem,It sprouts,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/9545
298,s,saakipakat-,saakipakat,stem,"Leaves are budding, are coming out",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/298
13301,s,saansihke,saansihke,word,From time to time,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/13301
8723,s,saapiinkwion-,saapiinkwion,stem,"vision, foresight",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/8723
4348,s,saasakiiniwi-,saasakiiniwi,stem,Policeman,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/4348
9959,s,sakaahkwee-,sakaahkwee,stem,Grab hold,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/9959
6458,s,sakahaakan-,sakahaakan,stem,Nail (metal),https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/6458
13136,s,sakahotoo-,sakahotoo,stem,"Tie it on, fasten it",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/13136
1738,s,sakantam-,sakantam,stem,Hold it in the mouth,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/1738
1118,s,sakiin-,sakiin,stem,"Grasp him, hold him, catch him",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/1118
5638,s,sakiinaakan-,sakiinaakan,stem,Handle,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/5638
11464,s,sakiinam-,sakiinam,stem,"Hold it, grasp it",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/11464
9944,s,sakikansi-,sakikansi,stem,Blue Ash (Fraxinus quadrangulata),https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/9944
4353,s,sakimi-,sakimi,stem,Mosquito (Culiseta longiareolata),https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/4353
6463,s,sakinteenhs-,sakinteenhs,stem,Small Glass,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/6463
5068,s,sakinteew-,sakinteew,stem,"Bottle, glass, jar, vase",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/5068
308,s,sakipitee-,sakipitee,stem,It is tied fast,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/308
8208,s,seehkwee-,seehkwee,stem,"weep, cry",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/8208
7493,s,seekatehkw-,seekatehkw,stem,Tick,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/7493
1123,s,seekih-,seekih,stem,"Frighten him, scare him",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/1123
13192,s,seekim-,seekim,stem,"Scare or frighten him by words, speech",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/13192
5898,s,seekipalwaakan-,seekipalwaakan,stem,"Hair bow, hair tie",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/5898
2728,s,seekisi-,seekisi,stem,"Be afraid, scared",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/2728
7878,s,seenipiikaapow-,seenipiikaapow,stem,Juice (generic),https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/7878
3713,s,seenseemin-,seenseemin,stem,Plum stone (game piece),https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/3713
2733,s,seenseewi-,seenseewi,stem,Play plum stone,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/2733
8123,s,sehkalwi-,sehkalwi,stem,"Spit, slobber, drool",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/8123
3718,s,sekinaahkw-,sekinaahkw,stem,Blackbird,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/3718
1133,s,siihsam-,siihsam,stem,Bite him,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/1133
1743,s,siihsantam-,siihsantam,stem,Bite it,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/1743
6813,s,siihsantee-,siihsantee,stem,"Bite, bite down",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/6813
1138,s,siihsiinkween-,siihsiinkween,stem,Scratch his face,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/1138
6818,s,siihsinam-,siihsinam,stem,Scratch it,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/6818
6473,s,siihsipaahkw-,siihsipaahkw,stem,Maple Sugar,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/6473
6478,s,siihsipaahkwikaan-,siihsipaahkwikaan,stem,"Maple sugar camp, sugar shack",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/6478
2738,s,siikaahkii-,siikaahkii,stem,"Pour out, throw out, spill",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/2738
5548,s,siikahaakan-,siikahaakan,stem,"Batter, dough",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/5548
10717,s,siikalaan-,siikalaan,stem,"it drips, the sap flows",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/10717
313,s,siikihkaa-,siikihkaa,stem,"It spills, leaks out",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/313
1748,s,siikinam-,siikinam,stem,Pour it (into or out of),https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/1748
16952,s,siilipiinkwee-,siilipiinkwee,stem,have one's eyes water,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/16952
11085,s,siinipiikinam-,siinipiikinam,stem,"Wring it out, squeeze the liquid out of it",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/11085
7783,s,siinitikolee-,siinitikolee,stem,Blow/wipe one's nose,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/7783
7788,s,siinitikoleen-,siinitikoleen,stem,Blow / wipe his nose,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/7788
9426,s,siipiiw-,siipiiw,stem,River,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/9426
17049,s,soonkaci-,soonkaci,stem,To freeze,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/17049
10159,s,soonkan-,soonkan,stem,"It is hard, solid",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/10159
10983,s,soonkatehki-,soonkatehki,stem,the ground is frozen solid,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/10983
17218,s,soonkaten-,soonkaten,stem,"It freezes, is frozen",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/17218
10914,s,soonkikaatee-,soonkikaatee,stem,"Have hard, firm feet",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/10914
12191,s,soonkin-,soonkin,stem,"Hold him strongly, firmly",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/12191
9570,s,soonkinetii-,soonkinetii,stem,"Hold firmly to each other, grab each other",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/9570
16942,s,soopaakisi-,soopaakisi,stem,Misbehave,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/16942
7258,s,soopalohpw-,soopalohpw,stem,Kiss him,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/7258
8893,s,swaahteethsokon-,swaahteethsokon,stem,"Seven days, a week",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/8893
4833,t,-taahpahtaan-,-taahpahtaan,stem,"Ring, bracelet",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/4833
4748,t,-taahs-,-taahs,stem,Sock,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/4748
8883,t,-taahsi,-taahsi,word,"legging, stocking",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/8883
4858,t,-taampihkan-,-taampihkan,stem,"chin, jaw",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/4858
4463,t,-taan-,-taan,stem,Daughter,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/4463
4598,t,-tahkiamw-,-tahkiamw,stem,One's enemy,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/4598
4533,t,-tay-,-tay,stem,"pet, domestic animal",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/4533
4783,t,-teeh-,-teeh,stem,heart,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/4783
4543,t,-tehkweehsim-,-tehkweehsim,stem,"Husband's sister, sister-in-law (woman's term)",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/4543
4548,t,-tehs-,-tehs,stem,spleen,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/4548
4733,t,-tehtolen-,-tehtolen,stem,Hat,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/4733
4538,t,-teli-,-teli,stem,Shoulder,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/4538
4758,t,-tentalem-,-tentalem,stem,"one's goods, possessions, things",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/4758
4643,t,-toon-,-toon,stem,"mouth, lips",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/4643
4828,t,-toontan-,-toontan,stem,Heel,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/4828
17094,t,taahsonki,taahsonki,word,On this side,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/17094
3763,t,taahtaankw-,taahtaankw,stem,"Spotted skunk (Spilogale putorius), civet cat",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/3763
10894,t,taahtakiihšim-,taahtakiihšim,stem,lay him down,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/10894
2783,t,taahtakiihšin-,taahtakiihšin,stem,Lay down,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/2783
6998,t,taanaaha,taanaaha,word,"Where about, when",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/6998
7013,t,taaninhswi,taaninhswi,word,"How many, how much, how far, a quantity of place or objects, time",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/7013
6903,t,taaniši,taaniši,word,"How, where to, when",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/6903
10049,t,taanonci,taanonci,word,From where,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/10049
5643,t,taapihs-,taapihs,stem,Harness,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/5643
8818,t,taapimaawe,taapimaawe,word,"exclamation, be it from fear or in admiration, used only by women",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/8818
12275,t,taapinam-,taapinam,stem,Raise it up by hand,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/12275
12375,t,taatohkam-,taatohkam,stem,"He tears it open, bursts it",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/12375
11656,t,taatošam-,taatošam,stem,cut it open,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/11656
7418,t,taawaaw-,taawaaw,stem,Ottawa person,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/7418
5803,t,taawaawa siipiiw-,taawaawa siipiiw,stem,Maumee River (Indiana-Ohio),https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/5803
323,t,tahkaahsin-,tahkaahsin,stem,It is a cold wind,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/323
11726,t,tahkaahsitaakan-,tahkaahsitaakan,stem,(electric) fan,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/11726
12461,t,tahkaham-,tahkaham,stem,cool it (by tool),https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/12461
7828,t,tahkan-,tahkan,stem,It is cool weather,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/7828
8468,t,tahkihsen-,tahkihsen,stem,"It is cold to the touch, cooled off",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/8468
1758,t,tahkihsetoo-,tahkihsetoo,stem,Cool it,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/1758
12501,t,tahkihšim-,tahkihšim,stem,Cool him off,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/12501
13016,t,tahkili-,tahkili,stem,Be cold to the touch,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/13016
5258,t,tahkinkam-,tahkinkam,stem,"Cold water, spring",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/5258
8548,t,tahkinkami siipiiw-,tahkinkami siipiiw,stem,"Spring river, Oklahoma",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/8548
8248,t,tahkinkamii-,tahkinkamii,stem,It is cold water,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/8248
12481,t,tahkiteehee-,tahkiteehee,stem,Have a cold heart,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/12481
11672,t,tahkonam-,tahkonam,stem,"Hold it tight, hold it firm",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/11672
12310,t,tahkwanwilookii-,tahkwanwilookii,stem,"Have cold skin, icy skin",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/12310
13006,t,tahkweetin-,tahkweetin,stem,"It is cold or frozen, as of something liquid",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/13006
2788,t,tahoohtawi-,tahoohtawi,stem,Have a cold,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/2788
4943,t,takaakan-,takaakan,stem,"Axe, hatchet",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/4943
328,t,takwaahkat-,takwaahkat,stem,There is frost,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/328
7048,t,takwaaki-,takwaaki,stem,It is autumn/fall,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/7048
11711,t,takwaham-,takwaham,stem,Grind it,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/11711
3768,t,tapaahsi-,tapaahsi,stem,Canada Goose (Branta canadensis),https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/3768
1143,t,tapaal-,tapaal,stem,"Love him, have affection for him",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/1143
8958,t,tapaalintion-,tapaalintion,stem,Love,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/8958
7803,t,tapaatam-,tapaatam,stem,"Love it, appreciate it",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/7803
1763,t,tatankonam-,tatankonam,stem,"Clean it, clear it (by hand)",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/1763
12216,t,tatankwahki-,tatankwahki,stem,It is land cleared of trees,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/12216
4968,t,teehsaakan-,teehsaakan,stem,"Base, Support, Bridge Support",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/4968
5553,t,teehsikaan-,teehsikaan,stem,"Garage, Shed",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/5553
6508,t,teehsoon-,teehsoon,stem,"Scaffold, sleeping platform, shelf",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/6508
10722,t,teehtaw-,teehtaw,stem,"kind, type",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/10722
9580,t,teehš-,teehš,stem,"Instead of, only, rather than, except for",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/9580
3773,t,teekinaahkw-,teekinaahkw,stem,Grackle (Quiscalus quiscula),https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/3773
3778,t,teenteekihs-,teenteekihs,stem,Blue Jay (Cyanocitta cristata),https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/3778
4378,t,teenti-,teenti,stem,"Killdeer, Plover (Charadrius vociferus)",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/4378
8213,t,teep-,teep,stem,"Ability, can, enough, sufficient, stop that!",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/8213
4963,t,teepantaakan-,teepantaakan,stem,Barrel,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/4963
2793,t,teepapi-,teepapi,stem,Have enough room to sit,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/2793
333,t,teepat-,teepat,stem,"It is enough, sufficient, good",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/333
6608,t,teepatikway-,teepatikway,stem,Poison Ivy,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/6608
2798,t,teepihsaa-,teepihsaa,stem,Be able to get at it,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/2798
2803,t,teepinaakosi-,teepinaakosi,stem,"Be worthy, have the ability to do something",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/2803
9443,t,tehkinawi-,tehkinawi,stem,Be in a cradleboard,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/9443
8348,t,tehtepihsaa-,tehtepihsaa,stem,"Bike, bicycle",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/8348
9696,t,tehtepihsaapi-,tehtepihsaapi,stem,Ride a bike,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/9696
13116,t,tekweeh-,tekweeh,stem,Make him ashamed,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/13116
11175,t,tekweesi-,tekweesi,stem,Be ashamed,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/11175
12065,t,tekweesihtam-,tekweesihtam,stem,Shame it,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/12065
12166,t,tepaham-,tepaham,stem,Pay for it,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/12166
1148,t,tepahw-,tepahw,stem,Pay him,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/1148
7243,t,tepeelinkii-,tepeelinkii,stem,"Govern, run things",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/7243
338,t,tepehkii-,tepehkii,stem,It is night,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/338
13081,t,tepilaweesi-,tepilaweesi,stem,"Own something, create something",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/13081
5308,t,tihkinaakan-,tihkinaakan,stem,Cradleboard,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/5308
10024,t,tikaw-,tikaw,stem,A little (for activities or qualities),https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/10024
13207,t,tikwee-,tikwee,stem,Be shameful,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/13207
12060,t,tikweeyon-,tikweeyon,stem,Shame,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/12060
8313,t,tipahaakaanihs-,tipahaakaanihs,stem,Minute,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/8313
7248,t,tipeelinkiikaan-,tipeelinkiikaan,stem,"Tribal Office, Headquarters",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/7248
7253,t,tipeelinkion-,tipeelinkion,stem,Government,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/7253
5558,t,tipeelintamookan-,tipeelintamookan,stem,Gift,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/5558
6948,t,tipeew-,tipeew,stem,"Good, pleasing, gladly",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/6948
8398,t,tipehki kiilhsw-,tipehki kiilhsw,stem,Moon,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/8398
6823,t,tipilawe,tipilawe,word,"of oneâs own effort, oneâs own family",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/6823
7673,t,toohkaw-,toohkaw,stem,Follow him,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/7673
12652,t,toohkii-,toohkii,stem,"Move, stir",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/12652
9456,t,toohkin-,toohkin,stem,Touch him,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/9456
1768,t,toohkinam-,toohkinam,stem,"Move it, touch it (by hand)",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/1768
12181,t,toohkiwi,toohkiwi,word,"softly, gently",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/12181
3783,t,toohtooleehsi-,toohtooleehsi,stem,Cricket,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/3783
3788,t,toontw-,toontw,stem,Bullfrog (Rana catesbeiana),https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/3788
343,t,toopalam-,toopalam,stem,"It is damp, humid",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/343
348,t,toopalameekin-,toopalameekin,stem,It is damp cloth,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/348
2808,t,toopeeli-,toopeeli,stem,"accomplish, succeed, finish",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/2808
12757,t,toopihsen-,toopihsen,stem,"It is effective, works well",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/12757
12015,t,toopihšin-,toopihšin,stem,Hurt oneself falling down,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/12015
10559,t,toopim-,toopim,stem,have someone's consent,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/10559
12836,t,toopišam-,toopišam,stem,Manage to cut it,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/12836
12926,t,toopišw-,toopišw,stem,Manage to cut him,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/12926
10529,t,toopwee-,toopwee,stem,"Accomplish (by speech), persuade",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/10529
4823,w,-wiinsoon-,-wiinsoon,stem,"Name, clan",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/4823
4563,w,-wiiw-,-wiiw,stem,Wife,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/4563
1153,w,waaciinkweeh-,waaciinkweeh,stem,Annoy him,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/1153
12996,w,waahkamiinkwee-,waahkamiinkwee,stem,"Have a clean, clear face",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/12996
3793,w,waahkw-,waahkw,stem,Fish egg,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/3793
7423,w,waahoonah-,waahoonah,stem,Potawatomi person,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/7423
2813,w,waahpyaa-,waahpyaa,stem,Arrive here,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/2813
353,w,waahsaaphtee-,waahsaaphtee,stem,It is overripe,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/353
6978,w,waahsee-,waahsee,stem,It is daylight,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/6978
8403,w,waahsee-kiilhsw-,waahsee-kiilhsw,stem,Sun,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/8403
1158,w,waakihsah-,waakihsah,stem,Cause him to go in a circle,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/1158
12091,w,waakišam-,waakišam,stem,Cut it crookedly,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/12091
11617,w,waakohsee-,waakohsee,stem,"Walk in a circle, meander",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/11617
5188,w,waal-,waal,stem,"Cave, Hole in the ground",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/5188
11764,w,waalantaakanisiip-,waalantaakanisiip,stem,Coal River (West Virginia),https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/11764
2818,w,waalihkii-,waalihkii,stem,Dig a hole,https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/2818
3798,w,waalihsi-,waalihsi,stem,Bullhead catfish (Ameiurus spp.),https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/3798
358,w,waalihtan-,waalihtan,stem,"It is a ditch, a gully",https://mc.miamioh.edu/ilda-myaamia/dictionary/entries/358
